drawNumber,drawDate,n1,n2,n3,n4,n5,b1
72,2000-11-14,8,10,24,28,30,12
71,2000-11-07,11,17,18,22,30,2
70,2000-10-31,1,5,7,17,21,15
69,2000-10-24,5,6,9,23,30,2
68,2000-10-17,5,6,21,22,24,11
67,2000-10-10,4,5,8,14,27,6
66,2000-10-03,5,6,12,17,20,1
65,2000-09-26,8,9,10,17,23,15
64,2000-09-19,5,10,11,12,23,15
63,2000-09-12,3,5,6,22,28,1
62,2000-09-05,5,10,13,17,29,6
61,2000-08-29,9,23,24,29,30,5
60,2000-08-22,16,17,22,23,26,30
59,2000-08-15,9,15,20,21,22,10
58,2000-08-08,1,2,4,10,24,20
57,2000-08-01,3,21,23,27,29,13
56,2000-07-25,1,3,7,10,27,16
55,2000-07-18,4,10,11,18,31,3
54,2000-07-11,4,5,15,18,21,16
53,2000-07-04,4,13,14,15,17,30
52,2000-06-27,4,10,12,26,31,20
51,2000-06-20,5,7,15,16,31,2
50,2000-06-13,4,5,6,8,10,26
49,2000-06-06,10,13,14,23,25,12
48,2000-05-30,2,9,11,13,31,18
47,2000-05-23,2,6,8,17,29,10
46,2000-05-16,2,10,22,23,26,6
45,2000-05-09,7,13,19,24,26,11
44,2000-05-02,5,18,20,25,27,11
43,2000-04-25,3,6,11,16,30,5
42,2000-04-18,2,5,19,24,31,28
41,2000-04-11,10,16,19,22,26,29
40,2000-04-04,4,16,24,25,27,5
39,2000-03-28,1,9,15,26,30,11
38,2000-03-21,11,16,17,19,31,4
37,2000-03-14,6,7,10,16,31,20
36,2000-03-07,4,8,15,16,21,25
35,2000-02-29,10,11,18,24,26,29
34,2000-02-22,4,9,18,28,29,12
33,2000-02-15,2,3,8,9,30,23
32,2000-02-08,2,11,13,16,24,20
31,2000-02-01,14,20,21,24,28,17
30,2000-01-25,10,15,17,18,30,16
29,2000-01-18,9,12,17,26,31,15
28,2000-01-11,2,9,15,22,29,11
27,2000-01-04,10,16,20,21,31,14
26,1999-12-28,7,8,9,14,15,4
25,1999-12-21,2,3,7,18,29,15
24,1999-12-14,12,14,19,26,28,15
23,1999-12-07,2,13,18,22,26,15
22,1999-11-30,4,6,26,28,30,14
21,1999-11-23,3,15,22,25,31,6
20,1999-11-16,14,20,22,25,30,15
19,1999-11-09,2,9,10,22,27,1
18,1999-11-02,1,14,16,23,25,27
17,1999-10-26,10,18,20,25,27,1
16,1999-10-19,2,20,24,26,27,23
15,1999-10-12,6,8,17,23,24,22
14,1999-10-05,2,21,24,26,29,28
13,1999-09-28,6,11,18,25,28,20
12,1999-09-14,5,9,13,16,19,21
11,1999-08-31,17,18,19,20,30,31
10,1999-08-17,8,19,21,23,30,5
9,1999-08-03,2,11,12,13,28,15
8,1999-07-20,22,24,25,28,30,21
7,1999-07-06,3,24,25,26,31,2
6,1999-06-22,2,11,16,24,29,4
5,1999-06-08,8,9,15,21,25,23
4,1999-05-25,11,12,14,20,31,29
3,1999-05-11,1,8,10,24,30,28
2,1999-04-27,2,11,12,21,30,28
1,1999-04-13,1,3,17,20,25,26
